original_id,pdf_page_start,pdf_page_end,decision,review_reason,study_card,prior_review_decision,related_objectives,technical_sources
E066,302,303,retained,Adapted and corrected. Internal service needs the prescribed power isolation and ESD precautions. Switching off Wi-Fi is not electrical isolation.,E066,keep,"3.6, 5.1",https://www.dell.com/support/manuals/en-in/latitude-5420-laptop/5420_sp14_sm/safety-precautions?guid=guid-30eeebf7-b61e-422e-bf3e-75335ec500e3&lang=en-us
E067,303,303,retained,Adapted and corrected. Install the correct supported graphics driver and verify output settings. Low resolution alone does not prove insufficient RAM.,E067,merge,5.1,https://support.microsoft.com/en-us/windows/update-drivers-through-device-manager-in-windows-ec62f46c-ff14-c91d-eead-d7126dc1f7b6
E068,303,303,retained,Scenario retained. Select TV input connected to intended receiver/source. The display can have power while receiving no usable signal. Test with a known-good cable or source to narrow the fault. A no-signal message alone does not prove a failed GPU.,E068,merge,"3.1, 5.3",https://www.dell.com/support/kbdoc/en-tw/000132110/how-to-troubleshoot-a-dell-desktop-monitor?lang=en
E069,304,304,retained,Adapted and corrected. The fuser bonds toner with heat and pressure. Correct media settings and specific diagnostics distinguish it from other causes.,E069,merge,"3.8, 5.6",https://support.hp.com/ca-en/document/ish_6747730-6747774-16
E070,304,304,retained,Adapted and corrected. Duplex printing uses both sides and can reduce sheets. It does not guarantee reduced toner use.,E070,merge,3.7,https://download.brother.com/welcome/doc002441/hl5380dn_ukeng_usr_b.pdf
E071,304,305,removed,GPU connector and old PSU rating do not give total load; cannot calculate minimum wattage.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
E072,305,305,removed,Punchdown attaches conductors; toner traces them and is not an attachment tool; requested pair unsupported.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
E073,305,305,retained,Adapted and corrected. The authorized share and access rules protect the intended audience. A share name alone does not supply auditing or encryption.,E073,merge,"2.1, 3.7",https://learn.microsoft.com/en-us/windows-server/storage/file-server/file-server-smb-overview
E074,305,306,retained,Adapted and corrected. An environment label is not a network boundary. Also review other sharing paths for the intended isolation policy.,E074,rewrite,4.1,https://learn.microsoft.com/en-us/windows/security/application-security/application-isolation/windows-sandbox/windows-sandbox-configure-using-wsb-file
E075,306,306,retained,Scenario retained. Compatible loopback tests local NIC send/receive path. It can help isolate interface faults. It does not test the entire cable route or prove internet access. Use the correct plug and vendor-supported test for that interface.,E075,merge,2.8,https://www.cisco.com/c/en/us/support/docs/routers/asr-1000-series-aggregation-services-routers/200633-Troubleshooting-interface-down-issues.pdf
E076,306,306,removed,Two intermittent clients do not establish duplicate IP; RF/driver/client issues remain plausible.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
E077,306,307,retained,"Adapted and corrected. A restricted sandbox matches the purpose. Its network and sharing controls, not merely the name, enforce the separation.",E077,merge,4.1,https://learn.microsoft.com/en-us/windows/security/application-security/application-isolation/windows-sandbox/windows-sandbox-configure-using-wsb-file
E078,307,307,retained,"Scenario retained. Syslog collects event messages from networked systems. Compare timestamps and events across systems. Logs can show link changes or errors, but a message must be interpreted in context. Syslog is a logging protocol, not a DNS or address-assignment service.",E078,keep,"2.3, 5.5",https://www.rfc-editor.org/rfc/rfc5424
E079,307,307,retained,Adapted and corrected. Use the exact GPU/PSU manufacturer's connector guidance. Do not keep energizing a visibly damaged power connection.,E079,rewrite,"3.5, 3.6",https://help.corsair.com/hc/en-us/articles/10700487373197-PSU-How-to-Avoid-Current-Overload-Connector-Issues
E080,307,308,retained,Adapted and corrected. Modern SMB file sharing normally uses TCP 445. The firewall's omitted service port explains the stated failure.,E080,rewrite,"2.1, 3.7",https://learn.microsoft.com/en-us/windows-server/storage/file-server/file-server-smb-overview
E081,308,308,removed,Heatsink mounting and conductive paste/debris can cause shorts; unspecified paste/mounting does not uniquely support key.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
E082,308,309,removed,Physical connection and port do not rule out cable speed/source bottleneck; driver update is not uniquely justified.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
E083,309,309,retained,"Scenario retained. NFC badge can identify user for authenticated print release. A PIN, badge or authenticated release can hold the job until the user arrives. This protects physical pickup; it does not automatically encrypt every network transfer or stored copy.",E083,merge,3.7,https://support.hp.com/us-en/document/c05500352
E084,309,309,retained,Adapted and corrected. Use a punchdown tool for the IDC contacts. A modular plug may instead require crimp termination.,E084,rewrite,"2.8, 3.2",https://data.kleintools.com/sites/kleintools/files/tool-catalog/82820_TelecomCatalog.pdf
E085,309,310,retained,"Adapted and corrected. M.2 is the specified form factor. Match supported interface, keying and length as well.",E085,merge,3.4,https://www.kingston.com/en/ssd/ssd-faq
E086,310,310,retained,Scenario retained. VGA commonly uses 15-pin DE-15 connector; analog video only. VGA means Video Graphics Array; DVI means Digital Visual Interface. A passive DVI-to-HDMI adapter does not guarantee audio or convert arbitrary analog signals to digital.,E086,merge,3.2,https://www.dell.com/support/kbdoc/en-us/000132029/a-guide-to-the-external-ports-and-connectors-on-a-dell-computer
E094,313,313,exact duplicate,Exact duplicate (ignoring punctuation/formatting) of E086.,E086,merge,3.2,https://www.dell.com/support/kbdoc/en-us/000132029/a-guide-to-the-external-ports-and-connectors-on-a-dell-computer
E087,310,310,retained,"Adapted and corrected. The service is being throttled. Without the carrier evidence, coverage and congestion would also need investigation.",E087,rewrite,"1.3, 5.4",https://support.microsoft.com/en-us/windows/metered-connections-in-windows-7b33928f-a144-b265-97b6-f2e95a87c408
E088,310,311,retained,Adapted and corrected. DHCP supplies automatic addressing. There is no universal first router setting for every deployment.,E088,rewrite,"2.3, 2.4",https://learn.microsoft.com/en-us/windows-server/networking/technologies/dhcp/dhcp-top
E089,311,311,retained,"Adapted and corrected. Reconstruction reads surviving members and writes reconstructed data onto the replacement, consuming I/O. This is not merely repairing corrupt sectors.",E089,rewrite,5.2,https://downloads.dell.com/topicspdf/poweredge-rc-h740p_Users-Guide_en-us.pdf
E090,311,312,removed,Cable tester/wiremap tool is missing from choices; loopback does not validate all cable termination properties.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
E091,312,312,removed,Multiple APIPA clients could indicate exhausted pool or disabled/unreachable DHCP; no evidence selects reboot or expansion.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
E092,312,312,removed,"Thermal, memory, power and software faults remain plausible; no unique PSU diagnosis.",,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
E093,312,313,retained,Adapted and corrected. Available 5 V current is relevant to legacy USB loads. Per-port limits still apply; USB Power Delivery can negotiate other voltages on supported hardware.,E093,rewrite,"1.2, 5.1",https://www.usb.org/usb-charger-pd
E095,313,313,retained,Adapted and corrected. Use the supported PIN/passkey confirmation. Other pairing methods may work differently.,E095,merge,"1.2, 1.3",https://support.microsoft.com/en-us/windows/pair-a-bluetooth-device-in-windows-2be7b51f-6ae9-b757-a3b9-95ee40c3e242
E096,313,314,retained,Adapted and corrected. HDMI can carry both signals; VGA does not carry audio. Select the appropriate audio output after connecting it.,E096,merge,"3.2, 5.3",https://www.hdmi.org/spec/hdmi1_4b; https://support.microsoft.com/en-us/windows/fix-sound-or-audio-problems-in-windows-73025246-b61c-40fb-671a-2535c7cd56c8
E097,314,314,retained,Adapted and corrected. Clean the pickup rollers as directed. Drivers do not repair a confirmed mechanical feed problem.,E097,merge,"3.8, 5.6",https://download.brother.com/welcome/doc002441/hl5380dn_ukeng_usr_b.pdf
E098,314,314,retained,"Scenario retained. Containers package app/dependencies and share host kernel; common fit for microservices, with isolation limits.",E098,keep,4.1,https://docs.docker.com/get-started/docker-concepts/the-basics/what-is-a-container/
E099,314,315,retained,"Scenario retained. Inspect touch sensing path after software checks. The digitizer turns touches into location data. Check supported calibration, driver and settings first. Inspect hardware and connections if appropriate. A working image does not prove the touch layer works, and not every screen supports manual calibration.",E099,merge,"1.1, 5.4",https://www.dell.com/support/kbdoc/en-us/000132121/how-to-troubleshoot-touchscreen-touch-panel-issues
E100,315,315,retained,Scenario retained. Tap with analyzer can observe traffic; packet-loss measurement requires suitable capture/statistics.,E100,merge,2.8,https://www.garlandtechnology.com/network-tap
E101,315,315,retained,"Adapted and corrected. Preserve recoverable data using the approved backup or recovery plan, then identify and service the correct member. Avoid unnecessary stress if professional recovery is warranted.",E101,merge,5.2,https://www.seagate.com/support/kb/my-system-reported-a-smart-error-on-the-drive-184619en/
E102,315,316,retained,Adapted and corrected. Unmute the selected internal-speaker output and verify volume. Successful Bluetooth audio establishes only that output path.,E102,keep,"3.2, 5.3",https://www.hdmi.org/spec/hdmi1_4b; https://support.microsoft.com/en-us/windows/fix-sound-or-audio-problems-in-windows-73025246-b61c-40fb-671a-2535c7cd56c8
E103,316,316,removed,Core 2 filesystem compatibility; formatting destroys data and is not automatic fix for ext4 disk.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
E104,316,317,exact duplicate,Exact duplicate (ignoring punctuation/formatting) of E038.,E038,merge,"3.7, 5.6",https://h10032.www1.hp.com/ctg/Manual/c05786470.pdf
E105,317,317,retained,"Adapted and corrected. Rendering stresses graphics, cooling and power. Test these paths rather than guessing from unspecified POST beeps.",E105,rewrite,"3.5, 5.1",https://www.dell.com/support/kbdoc/en-us/000130867/how-to-troubleshoot-a-overheating-shutdown-or-thermal-issue-on-a-dell-pc; https://www.intel.com/content/www/us/en/gaming/resources/how-to-apply-thermal-paste.html
E106,317,318,retained,Adapted and corrected. APIPA supplies a link-local address. It does not repair a disconnected cable or provide ordinary routed internet access.,E106,rewrite,"2.6, 5.5",https://www.rfc-editor.org/rfc/rfc3927
