card_id,topic,question,options,correct_letters,answer,explanation,related_objectives,source_question_ids,sources
E010,Printers,A user reports that a printer pulls multiple sheets of paper from the paper tray instead of a single sheet. Which of the following should a technician investigate to resolve this issue? (Select two).,"A. Toner cartridge
B. Tractor feed
C. Pickup roller
D. Separation pad
E. Duplexer
F. Fuser","C,D",C. Pickup roller; D. Separation pad,"Worn separation pad and pickup/feed rollers can cause multiple-sheet feeds; inspect media too. Worn or dirty parts can cause feed failures, but paper condition and loading also matter. Use the model's cleaning and replacement procedure.","3.8, 5.6",E010,https://download.brother.com/welcome/doc002441/hl5380dn_ukeng_usr_b.pdf
E012,Wireless,A legacy desktop moved away from wired Ethernet has no wireless adapter installed. Why can it not join Wi-Fi?,"A. Missing Wi-Fi adapter
B. Wi-Fi AP replacement
C. Hidden Wi-Fi SSID
D. Incorrect Wi-Fi channel",A,A. Missing Wi-Fi adapter,It lacks the required radio/network adapter. Install a compatible supported Wi-Fi adapter.,"1.1, 5.4",E012,https://dl.dell.com/topicspdf/latitude-14-5420-laptop_owners-manual_en-us.pdf
E013,Computer hardware,A technician is designing a new laptop for a local construction company. Company employees will move the laptop around frequently and are likely to drop the laptop while working. Which of the following drives should the technician install to mitigate for potential damage?,"A. S.M.A.R.T
B. SCSI
C. RAID
D. Solid-state",D,D. Solid-state,"SSD has no moving parts; rugged enclosure and backups still needed. A Hard Disk Drive often offers more capacity per dollar. Choose based on compatibility, workload, capacity and budget. Neither type eliminates the need for backups.",3.4,E013,https://www.kingston.com/en/ssd/desktop-laptop-workstations
E014,Cloud and virtualization,A specialized application and its hardware are tested to work in a licensed legacy VM with supported passthrough. Which approach can preserve that environment during a host OS migration?,"A. Change only file permissions
B. Use the tested legacy guest and supported device passthrough
C. Assume any new PC fixes every driver issue
D. Change the wallpaper",B,B. Use the tested legacy guest and supported device passthrough,The verified guest and hardware path make virtualization viable. A VM cannot guarantee compatibility with arbitrary physical hardware.,4.1,E014,https://learn.microsoft.com/en-us/windows-server/virtualization/hyper-v/overview; https://docs.oracle.com/en/virtualization/virtualbox/7.1/user/Introduction.html
E015,Networking,Which of the following translates a hostname to IP addresses?,"A. AAA
B. DHCP
C. DNS
D. UTM",C,C. DNS,"DNS commonly resolves names to IP records. DNS means Domain Name System. It stores several kinds of records, not just website addresses. An MX record names a mail server; it does not directly contain the destination's IP address.","2.3, 2.4",E015,https://learn.microsoft.com/en-us/windows-server/networking/dns/dns-overview; https://learn.microsoft.com/en-us/windows-server/networking/dns/dns-architecture
E017,Computer hardware,"A newly built PC slows and shuts down. CPU temperature reaches its limit, and inspection confirms missing required thermal paste. Which cause fits?","A. Thermal paste was not used.
B. The GPU needs additional power.
C. The memory is insufficient.
D. The motherboard is incompatible.",A,A. Thermal paste was not used.,Poor heat transfer explains the measured overheating. Shutdown timing alone would not identify it.,"3.5, 5.1",E017,https://www.dell.com/support/kbdoc/en-us/000130867/how-to-troubleshoot-a-overheating-shutdown-or-thermal-issue-on-a-dell-pc; https://www.intel.com/content/www/us/en/gaming/resources/how-to-apply-thermal-paste.html
E018,Networking,Which of the following is the primary function of a DNS service?,"A. To dynamically assign network addresses to hosts
B. To translate domain names to IP addresses
C. To authenticate users to remote servers
D. To serve files over the network",B,B. To translate domain names to IP addresses,"DNS commonly resolves names to IP records. DNS means Domain Name System. It stores several kinds of records, not just website addresses. An MX record names a mail server; it does not directly contain the destination's IP address.","2.3, 2.4",E018,https://learn.microsoft.com/en-us/windows-server/networking/dns/dns-overview; https://learn.microsoft.com/en-us/windows-server/networking/dns/dns-architecture
E019,Cloud and virtualization,A cloud design needs cross-region failover and capacity changes with demand. Which two concepts address those goals? (Select TWO.),"A. High availability
B. Elasticity
C. Cold storage
D. Machine learning
E. Metered utilization
F. Virtualization","A,B",A. High availability; B. Elasticity,High availability uses redundancy/failover; elasticity adjusts capacity. Actual failover time depends on the implemented design.,4.2,E019,https://learn.microsoft.com/en-us/azure/reliability/concept-business-continuity-high-availability-disaster-recovery
E020,Computer hardware,A laptop supports an M.2 PCIe/NVMe storage slot. The chosen NVMe SSD is the fastest tested compatible option. Which two listed terms identify its form factor and protocol? (Select TWO.),"A. 15,000rpm HDD
B. M.2 SSD
C. 10,000rpm HDD
D. NVMe interface
E. SATA interface
F. mSATA interface","B,D",B. M.2 SSD; D. NVMe interface,M.2 identifies the form factor and NVMe the storage protocol. A device described only as M.2 is not necessarily NVMe.,"3.2, 3.4",E020,https://www.kingston.com/en/ssd/ssd-faq; https://www.kingston.com/en/ssd/ssd-faq
E021,Cloud and virtualization,Which of the following models is an example of metered utilization?,"A. Reserved instance
B. Pay-as-you-go
C. Subscription-based
D. Multitenant",B,B. Pay-as-you-go,"Pay-as-you-go commonly bills measured consumption; other plans can also meter usage. Multi-tenancy means multiple customers use shared underlying infrastructure with logical separation. Keeping unnecessary capacity permanently allocated is overprovisioning, not the definition of elasticity.",4.2,E021,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-145.pdf
E022,Printers,Two supported 32-bit Windows clients need a printer shared by a 64-bit Windows server. The vendor provides the required supported client drivers. What should IT deploy?,"A. Approved drivers matching each client's OS and architecture, using the authorized installation method
B. Any 64-bit binary on the 32-bit clients
C. An unrelated scanner driver
D. No driver or supported print protocol",A,"A. Approved drivers matching each client's OS and architecture, using the authorized installation method",Client compatibility and installation policy determine the driver deployment. An older OS is not automatically 32-bit.,"3.7, 5.6",E022,https://support.hp.com/ca-en/document/c03265802
E023,Computer hardware,Measurements show a laptop's HDD write performance is the bottleneck. Which compatible component replacement most directly addresses it?,"A. Replace RAM with the same capacity
B. Replace the HDD with a suitable SSD
C. Replace only the TPM
D. Replace the keyboard",B,B. Replace the HDD with a suitable SSD,A compatible SSD addresses storage-bound writes. Verify the workload and preserve data before migration.,3.4,E023,https://www.kingston.com/en/ssd/desktop-laptop-workstations
E024,Wireless,Which of the following is most likely used to control door access?,"A. DMCA
B. DRM
C. RFID
D. VPN",C,C. RFID,"RFID/NFC credentials can support door access; authorization remains controller-side. Passive tags draw operating energy from a reader; active tags have their own power source. Range varies greatly by system. RFID is a technology family, not one fixed frequency or distance.",2.2,E024,https://support.gs1.org/support/solutions/articles/43000733398-what-is-the-difference-between-passive-and-active-tags-
E025,Displays and peripherals,An older CCFL laptop shows a faint picture. Tests confirm its lamp works but the inverter is faulty. Which diagnosis fits?,"A. Defective inverter
B. Incompatible video driver
C. Incorrect input source
D. Burned-out bulb",A,A. Defective inverter,The inverter powers the older fluorescent backlight. LED displays use a different backlight-power arrangement.,"3.1, 5.3",E025,https://www.dell.com/support/kbdoc/en-us/000134946/how-to-troubleshoot-display-or-video-issues-on-dell-laptop-lcd-panel
E026,Wireless,A technician is asked to purchase and install a line-of-sight wireless system that provides a stable network connection between two buildings. Which of the following needs to be considered prior to purchasing the system?,"A. IP address range
B. SSID broadcast
C. Firewall rules
D. Regulatory power limits",D,D. Regulatory power limits,Check local power/band rules plus line of sight and link budget. Do not change the country setting to bypass restrictions. Some 5 GHz channels require radar detection and channel changes. Local approval determines which 6 GHz features are allowed.,2.2,E026,https://www.cisco.com/c/en/us/td/docs/wireless/controller/9800/technical-reference/wireless-rf-reference-guide.html
